㐁	𠀬
兛	𠒙
兞	𠒭
兡	𠒘
兣	𡪸
入	⼊
兰	蘭
冁	囅
冃	⺜
冄	𭃂
冋	𫡃
冑	𰼾
冖	⼍
冧	𫫋
冪	𬝙
冫	⼎
冯	馮
冶	𠘦
冻	凍
冼	洗
凊	𫥝
凋	雕
凍	冻
凐	𠗃
凓	𠘍
凘	𠗧
凙	𪞝
凞	凞
凟	𰃿
凱	凯
凼	氹
刂	⺉
分	𭄞
刍	芻
刏	𧗒
刕	𭃊
刜	𭃾
刢	𫢣
刭	剄
刵	𠠨
刽	劊
刿	劌
剀	剴
剄	刭
剅	𧯠
則	则
剉	𠞐
削	𨨺
剗	刬
剛	刚
剠	㔀
剦	𠞒
剮	剐
剴	剀
剷	剷
劄	箚
劆	𠠟
劇	剧
劊	刽
劋	𠟯
劌	刿
劏	㓥
劚	㔉
办	辦
劢	勱
劥	𠠺
劰	𠡈
劵	𠢏
劶	㔚
劸	𠡬
効	𰋶
劺	敄
劻	𤝿
勁	劲
勍	𠡽
勑	𠡠
勜	𩔚
募	𭄭
勡	𠣆
勣	𪟝
勦	𣩓
勮	𭄾
勰	𢣢
勳	勛
勷	𮠍
勹	⼓
勻	匂
匌	𫎀
匍	蒲
匕	⼔
匦	匭
匨	𫧔
匩	𠥆
匭	匦
匰	𰅦
匴	𥮞
匵	𰅥
匶	𫡹
匸	⼖
十	⼗
卝	艹
卟	𠮝
卧	臥
卲	𬍨
卻	𨜪
厍	厙
厎	㕄
厖	𠩇
厗	𥔈
厙	厍
厠	厕
厣	厴
厤	𠩵
厫	𠪭
厬	𣽞
厯	𠪾
厱	𰆚
厴	厣
厶	⼛
厹	𠃙
叉	扠
叓	㕝
取	𬚓
叭	𠵺
可	𠍟
叴	㕤
叵	尀
叶	葉
司	𤔲
吂	𠴏
吉	𠮷
吐	唋
吒	𮤹
吗	嗎
吢	𢙈
吰	𠴈
吱	𭇅
吳	吴
呀	㗇
呁	𠹚
呂	吕
呐	吶
呒	嘸
呔	𠯪
呖	嚦
呛	嗆
呰	啙
呶	詉
呸	咅
呺	𧦢
呿	𠳷
咃	𠴻
咈	𠲽
咓	𠱏
咛	嚀
咜	𠰹
咝	噝
咞	咞
咡	㖇
咥	𠽧
咦	𠲔
咮	𠰍
咰	𠲾
咲	𠹻
咵	𫪖
咶	𠳂
咸	鹹
品	𠯮
哅	㕼
哈	𨉣
哌	𠸁
哒	噠
哖	𫩰
哙	噲
哚	𫩴
哛	兺
哞	𪡂
哟	喲
員	员
哥	𤔄
哩	唎
哪	㖠
哹	𠸷
哼	𡃥
哽	𠶺
哿	𠵲
唂	唃
唄	呗
唆	𪡟
唓	𪠳
唝	嗊
唠	嘮
唡	啢
唢	嗩
唣	唕
唫	𠱴
唰	𠴪
唻	𫪁
啉	𠵂
問	问
啗	㗖
啦	𪠸
啩	𫫔
啪	㕷
啭	囀
啯	嘓
啰	囉
啴	嘽
啷	𪡙
啽	𠹞
喁	𠷸
喅	𪢄
喎	㖞
喐	閄
喔	噢
喗	𠲰
喠	𠳀
喢	𠴯
喤	𠹡
喦	𠹜
喬	乔
喭	𣨹
喲	哟
喺	𫪈
喻	喩
嗆	呛
嗈	𭈊
嗉	膆
嗋	𡀺
嗎	吗
嗐	𠷪
嗚	呜
嗢	嗢
嗦	𫧫
嗧	𰇠
嗫	囁
嗰	𠮶
嗳	噯
嗴	𫪾
嗶	哔
嗹	𪡏
嗺	哸
嗼	𠻶
嗿	𰇲
嘀	唙
嘂	𠼨
嘌	𡄺
嘍	喽
嘎	嘠
嘐	𡀒
嘑	𠻢
嘔	呕
嘙	𭒂
嘜	唛
嘟	𬅩
嘡	镗
嘩	哗
嘪	𪡃
嘮	唠
嘰	叽
嘲	謿
嘳	𪡞
嘸	呒
嘹	𠺕
嘺	𪡀
噂	譐
噌	𧯒
噑	噑
噚	㖊
噜	嚕
噠	哒
噮	𠾪
噯	嗳
噰	𡄸
噳	𰉋
噸	吨
噹	𪠽
噾	𠽨
嚃	嚺
嚆	𭌬
嚈	𫩫
嚊	𠱢
嚌	哜
嚍	𫩺
嚐	𰈇
嚓	𰌵
嚔	𠳍
嚙	啮
嚛	𪠸
嚠	𭇯
嚥	𨽞
嚧	𠰷
嚨	咙
嚪	𫫦
嚫	𰈍
嚬	𫫾
嚲	䯬
嚹	𡅈
嚺	𡃱
嚽	𪢕
嚿	𫩥
囅	冁
囇	𫪃
囈	呓
囑	嘱
囔	𰀉
囕	𰈆
囗	⼞
囧	𭍛
囫	𰿜
囷	𡈀
囹	囹
囿	𡈹
圂	𰈔
圄	圉
圜	𰫶
圠	𫭖
圢	䵺
圩	墟
圭	珪
圱	圲
圹	壙
圻	㙨
坁	𭎁
坄	垼
坌	𡛑
坦	憻
坨	𫡢
坩	㽍
坪	𡊞
坫	𡊜
坭	𫭺
坶	㙁
坷	𬍯
坹	䆷
坿	𬔪
垅	壠
垆	壚
垇	𡊐
垐	㘹
垑	𡋝
垗	𤱩
垜	𣐟
垝	陒
垩	堊
垱	壋
垶	㙚
垷	𰉚
垻	坝
垼	𡋸
垽	㴈
垾	𮥈
埂	𡎩
埃	𢚝
埄	𡓄
埅	𨹛
埈	𰉿
埉	𰉥
埊	𭯼
埏	𡑋
埐	𡎹
埘	塒
埡	垭
埣	𡉻
埩	埥
埪	𡌾
埬	𪣆
埯	垵
埲	埄
埳	塪
埵	𡑊
埼	𫮍
埾	𡒍
堃	𡑔
堈	𰉙
堍	堍
堒	𫮞
堝	埚
堢	𰊏
堣	𬴣
堧	𪣳
堨	𡑷
堩	𡍷
堪	𢦟
堲	堲
堳	𬛾
堹	𫝟
塀	塀
塆	壪
塊	块
塋	茔
塏	垲
塓	㨠
塘	䧜
塙	𣤇
塜	塚
塢	坞
塤	𡎖
塨	𤨶
塩	𫞱
塬	原
塭	𪤂
塯	㙧
塲	㘯
塳	塜
塴	𰎱
塵	尘
塷	𡌓
塹	堑
塽	𡑽
塿	𪣻
墆	𰊂
墌	坧
墏	𰊈
墐	𡒣
墜	坠
墝	𫭪
墟	𭢉
墡	磰
墤	𡓤
墧	𰉩
墬	墬
墯	𫻃
墲	𪢸
墷	𰉪
墾	垦
壆	㙾
壈	𡒄
壋	垱
壍	𰊢
壗	𡋤
壙	圹
壛	𰊡
壝	𭏸
壡	𫫽
壩	坝
壬	𡔛
壴	𧯛
壷	𠻭
夂	⼡
夊	⼢
夋	𭆙
夢	梦
夰	㚏
夻	㕦
奀	𡗗
奅	𡘣
奒	𡙓
奓	偧
奕	𤓖
奝	𠶰
奠	𠪝
奤	𩔈
奮	奋
奲	𫰂
奺	𡚮
奻	𡠛
奼	𡛥
妈	媽
妗	𡢳
妝	妆
妞	㚼
妟	𣅓
妠	𡜴
妤	𭑴
妦	㛔
妨	𡍀
妪	嫗
妯	𠉩
妶	娹
妾	㛙
妿	㚳
姆	娒
姍	𡜜
姑	𬕲
姘	姘
姚	𡜞
姝	𡚾
姞	𡜩
姟	𡛅
姡	𡜶
姣	㚣
姦	奸
姨	𫰆
姩	𡝟
姭	𪥺
姮	𫰟
姰	𡟱
姱	𡝻
姼	𡚼
娀	𡞨
娂	妅
娅	婭
娆	嬈
娇	嬌
娍	𡡛
娎	𡝊
娐	𡣷
娒	𫱙
娓	𮘕
娔	𡞢
娖	孎
娛	娱
娜	𡟦
娣	𡠨
娥	䄉
娧	娧
娶	𡣞
娸	𡞑
娹	婱
娼	𡝭
娽	𡝘
婎	𡠓
婕	媫
婘	𡤡
婡	𫝫
婢	婢
婣	𫰿
婧	婙
婩	𡛢
婭	𫰫
婳	嫿
婶	嬸
媁	𫰍
媄	𭒏
媇	𪦖
媈	𫝨
媔	𡞎
媜	𰌂
媞	𡠕
媣	𡜉
媤	㚸
媦	𡣃
媨	𡞜
媩	𡛚
媪	媼
媮	婾
媱	𡝛
媳	𡡁
媽	妈
嫁	𧱌
嫄	𡞼
嫇	𡢌
嫏	𡟧
嫐	娚
嫒	嬡
嫕	𡡌
嫘	𡤯
嫙	𡡍
嫛	𡤖
嫞	𫲒
嫪	𢚄
嫯	𰌚
嫳	𡡹
嫻	娴
嫼	𡣫
嫽	𡢴
嫿	婳
嬀	妫
嬂	𡛰
嬅	𫰡
嬆	𡡽
嬇	𫝬
嬈	嬈
嬉	繥
嬋	婵
嬌	娇
嬍	𫲈
嬒	𫰢
嬘	𡟝
嬛	𡣱
嬡	嫒
嬦	𫝩
嬨	嬨
嬬	𡢉
嬮	𰋽
嬳	𡤬
嬵	婂
嬻	𪥿
嬼	㚹
孃	嬢
孄	𫝮
孆	𫝭
孇	𪥫
孈	𡣸
孉	𡢸
孎	𡠟
孚	𤓽
孩	㜾
孫	孙
孬	𪥸
孭	𧴯
孯	𪧂
孲	𰌦
孷	𡥽
孻	𡥧
孾	𪧀
孿	孪
宀	⼧
它	牠
宋	𠳼
宔	𥘭
宖	𥥈
宗	𠖀
客	𪧒
宮	宫
宲	𪧌
寃	𡨘
寖	𩅕
寗	𫳬
實	实
寪	𰌷
寫	写
寬	宽
寸	⼨
寺	䦙
尀	𡬡
尅	𣲊
尋	寻
尐	𧉍
尖	鑯
尗	𰍪
尛	𡭯
尜	嘎
尮	𡯦
尲	凲
尷	尴
尺	斥
尼	𡰱
层	層
屆	届
屍	尸
屓	屃
屨	屦
屪	𣬝
屬	属
屭	𠫍
屰	𭁄
屴	𡴽
岂	豈
岃	塖
岈	𡵥
岌	圾
岏	𡵧
岑	𡻿
岔	䟕
岢	㞹
岣	𡵺
岦	𡶧
岪	𡶒
岮	𡶊
岱	𰁶
岲	𡶢
岵	𠰛
岶	𣶎
岽	崬
峀	峀
峂	𡶞
峄	嶧
峇	𡸡
峒	峝
峔	𡶰
峖	𫵻
峛	峢
峦	巒
峬	𭖢
峲	𡸉
峳	𩥘
峴	岘
峸	𡷫
峿	𡷤
崂	嶗
崃	崍
崆	𡹝
崋	𪩓
崌	𭖱
崍	崃
崑	崐
崝	𡸺
崠	𰎏
崨	𡹈
崬	岽
崰	𡸟
崽	仔
崾	岆
嵂	𡷏
嵏	嵕
嵕	𡽀
嵧	𫶌
嵫	嵫
嵱	𫶎
嵳	𭖾
嵴	𡹒
嵹	𡾪
嵺	𡻪
嶁	嵝
嶄	崭
嶈	𡺃
嶍	㠄
嶕	嶣
嶖	𭖺
嶗	崂
嶛	嶚
嶠	峤
嶤	𰎔
嶨	峃
嶩	𰎞
嶬	㠖
嶲	嶲
嶸	嵘
嶹	𫝵
嶼	屿
巆	𫶕
巒	峦
巔	巅
巚	𰎹
巛	⼮
巧	𢩨
巯	巰
巰	巯
巳	⺒
巴	𢀳
巻	𪩫
巿	𡴄
市	𡊔
帅	帥
帉	𢁥
帊	𢁡
帏	幃
帡	帲
帨	帨
帳	帐
帴	𰏕
帿	𢃨
幀	帧
幓	㡎
幖	𢅽
幗	帼
幘	帻
幛	障
幝	𪩷
幦	𧜀
幧	㡑
幪	𢄐
幮	𢅥
幯	擳
幱	𰏟
幷	𢆙
庀	䚹
庇	𠨽
庉	𢇠
庍	𢇩
庘	𤵭
府	𢇯
庝	𠩁
庠	𫨇
庡	㕈
庢	厔
庣	𠩓
庥	𢊒
庨	𨴹
庫	库
庲	𫷬
庿	𫳝
廀	𢊈
廁	𰣷
廂	𫷭
廅	㕎
廈	𪪜
廋	廀
廐	𫳷
廔	𫷹
廕	𫷮
廖	𭙏
廜	𢉜
廠	厂
廥	𰏶
廮	𫷾
廲	𢌒
廴	⼵
廹	𫨷
廻	廽
弎	𢦘
弐	𭚟
弔	𢎱
弜	𢻚
弣	㓡
弧	𥏩
弨	𢐕
弩	𭚯
弪	弳
弫	𢏈
弯	彎
弳	弪
弽	𬀗
彃	𪪼
彄	𫸩
彇	𢑁
彈	弹
彊	𫕘
彎	弯
彛	𡚋
彠	彟
彡	⼺
彤	蚒
彫	彫
彯	𢒵
彲	彨
彳	⼻
彷	徬
彼	佊
彽	𢓎
律	律
徎	侱
徑	径
徕	徠
徛	𢕗
徜	倘
徠	𰻎
徦	𢔾
徧	𭛷
徨	𬗬
徬	𢔚
徱	𢖣
徴	𫶑
徶	𠍯
徻	𢕺
徿	𪫌
忄	⺖
忆	憶
忐	憳
忕	𢗗
忖	刌
忛	𢖾
忤	午
忨	𫹵
忪	𢪌
忭	昪
忲	㥭
忶	𢣒
忸	𩈇
忹	忹
怄	慪
怆	愴
怊	𫺕
怖	悑
怗	㤐
怙	𢛅
怟	𢗝
怤	懯
怦	㥊
怩	𢘒
怫	𢘍
怭	𰑒
怰	𢜚
怴	𪬻
怵	𪫟
怽	𭘕
怿	懌
恀	忯
恃	𢘥
恇	𢝎
恊	𭜴
恔	㤊
恕	㣽
恚	㤬
恛	𭝽
恣	𢙊
恥	耻
恬	𢙖
恺	愷
恽	惲
恾	𦮝
恿	慂
悀	愑
悂	𢟵
悄	𢖹
悅	悦
悆	𢚒
悇	𢣿
悈	𢜾
悏	𫺂
悛	㥗
悢	𢝋
悧	𢤆
悭	慳
悮	悞
悱	㥱
悵	怅
悹	悺
悺	𢛙
惀	𰑄
惁	𢜣
惑	𤐉
惓	𫺉
惙	𭛶
惚	𢝻
惩	懲
惱	恼
惸	𢝼
惹	𢜪
惻	恻
惼	𭞒
惾	𢣌
愀	𭛻
愇	𫹴
愋	㦥
愌	𢚾
愑	愹
愒	𢢚
愗	𢝽
愜	惬
愝	𫺍
愠	慍
愣	睖
愯	𢥠
愴	怆
愻	𢙏
愾	忾
慂	惥
慆	𫺼
慉	槒
慊	𰒑
態	态
慍	𭝾
慏	𢟫
慓	𢥡
慔	𢞹
慙	𰑧
慚	惭
慣	惯
慤	悫
慪	怄
慫	怂
慬	懄
慱	𰑁
慳	悭
慷	忼
慸	𰑵
慼	㥻
慿	𠗦
憀	𢟺
憃	𢠅
憄	𢕞
憊	惫
憌	𢗋
憍	㤭
憒	愦
憕	𢘌
憖	憗
憚	惮
憛	㤾
憡	𢙀
憢	𢙒
憣	𢟷
憦	𫺘
憫	悯
憮	怃
憴	𰑪
憶	忆
憻	𪬹
憽	𢤄
憾	𰑞
憿	㦘
懁	𢟿
懇	恳
懊	㤇
懓	𭞄
懖	𢤌
懝	𢣕
懢	𪬌
懧	㤖
懩	𫺪
懱	𰒢
懺	忏
懾	慑
戃	𰑿
戄	㦜
戅	𥫒
戇	戆
戈	⼽
戊	𭠍
戋	戔
戍	𭚠
戕	𢦤
戙	𭟳
戜	𢧄
戡	𢦟
戣	鍨
戥	等
戧	戗
戫	𭲼
戯	戱
戰	战
戲	戏
戵	𢎖
戶	户
戺	𢨪
戻	𭠅
扌	⺘
扏	㧨
扒	掱
扔	𢫨
扟	𢩫
扢	㧉
扤	𢪁
扯	撦
扲	𫾵
扳	𢲔
扻	𬅝
抇	𢪏
抈	𪱙
抋	𢱶
抍	㐼
抒	捈
抓	𪭼
抔	㧵
抠	摳
抡	掄
抦	㨀
抬	擡
抮	𢷑
抴	𠂆
抸	𢪍
抹	𢳀
抺	𫨴
抻	捵
抾	𢬱
抿	呡
拁	㧝
拇	胟
拈	𢫈
拊	捬
拌	秚
拏	拏
拢	攏
拧	擰
拪	𪠧
拫	𪭳
拭	𢂑
拮	𢮌
拲	㭟
拴	絟
拷	𣧏
拹	𭠱
挆	挅
指	𢫾
按	案
挎	𩣔
挒	𢴴
挓	𢵍
挕	𫾬
挜	掗
挝	撾
挢	撟
挬	𢰏
挭	𪯍
挮	䶏
挺	𫡖
挻	𫾷
挾	挟
捀	𢪋
捁	𬆧
捅	㪌
捇	𢷓
捊	抙
捋	寽
捐	捐
捒	𬆥
捙	𬨀
捚	𬥋
捛	𫼴
捡	撿
捤	𢭶
捨	捨
捫	扪
捺	𭡠
捿	𪮄
掁	𰓄
掄	抡
掇	𢬏
掉	𢴿
掍	𣬑
掎	𢰤
掐	𭶫
掓	𰓹
掗	挜
掙	挣
掚	𪭵
掛	𨩥
掞	𢴵
採	𭡽
掮	𠊘
掹	擝
掼	摜
掾	𫩁
揀	拣
揈	㧦
揊	𢾇
描	𫿁
提	𭓒
揘	𫿃
揙	𭢬
揝	𭡗
揟	𢪵
握	𦥆
揤	揤
揧	𥻌
揱	𣕇
揳	𢰟
援	𠋠
搀	攙
搁	擱
搂	摟
搇	𠹸
搈	𪠮
搉	㩁
損	损
搓	𢷼
搕	𢾩
搖	摇
搗	捣
搞	𢲤
搢	搢
搤	𬐭
搧	𢲒
搭	撘
搯	𠞞
搲	攨
搶	抢
搸	𢸩
搻	𫣘
搽	𢴉
摀	𰓆
摃	𫼱
摅	攄
摌	𫼪
摑	掴
摒	摒
摖	𢲉
摛	攡
摝	𢮑
摟	搂
摣	𢳛
摥	𫼟
摨	𭡱
摯	挚
摱	𢶔
摲	𰓼
摳	抠
摴	摢
摵	𡠽
摹	𢸆
摻	掺
摾	摾
撄	攖
撊	𪭾
撋	𰓷
撓	挠
撛	𭣉
撟	挢
撠	𪮮
撧	𪮖
撳	揿
撴	撉
撶	𫼧
撸	擼
撽	𢶡
撾	挝
擁	拥
擃	𫼮
擈	𭠙
擉	𧣫
擏	𢠃
擓	𢭴
擔	担
據	据
擜	㩵
擞	擻
擢	𪟣
擥	㧛
擯	摈
擱	搁
擳	𰓜
擺	摆
擻	擞
擿	𢱦
攅	𬼼
攆	撵
攇	搟
攈	𢥄
攎	𢫘
攐	攓
攓	㩷
攔	拦
攕	㩥
攗	𢥐
攙	搀
攠	𣡂
攤	摊
攦	𰓬
攩	𫽮
攳	𰕁
攵	⺙
攺	𢻰
攻	𰏈
攽	𠚼
放	𰕆
政	𭤖
敃	𢼖
故	𬀇
敇	𭣯
敎	𤕝
敐	𢼧
敜	𫾿
敝	㡀
敠	敪
敡	𫾻
敩	斆
敫	𭤁
敭	𢾙
敿	敽
斅	𢽾
文	⽂
斈	𣁃
斉	⻫
斍	𣁐
斒	𣁊
斔	螤
斜	邪
斢	𪏡
斣	𣂌
斩	斬
斪	𣃖
斬	斩
斳	𣂷
斺	𣃘
旓	𰕩
旜	𭥆
旝	𰕭
旤	𠹬
旯	𡉆
旰	𣈨
旸	暘
旼	𪰋
昈	𥄅
昝	𭨚
昡	𣆂
昢	𣅽
昩	𠰌
昲	曊
昶	㫤
昷	𥁕
昽	曨
晈	𭦑
晌	㫾
晖	暉
晝	昼
晞	㬛
晠	𥆏
晤	𣅎
晦	𣎚
普	暜
晷	𠷳
晸	𪰱
暉	晖
暌	睽
暓	𣊃
暘	旸
暜	暜
暞	𣊊
暟	𬀱
暠	𣉞
暤	暭
暫	暂
暬	𣊓
暹	𨗴
曄	晔
曇	昙
曈	晍
曊	𪰶
曋	𣊢
曏	𬁠
曒	暞
曚	𣋡
曟	𨑌
曡	叠
曣	㬫
曤	𣉒
曨	昽
曪	𭿳
曫	𬁢
曭	𭧋
曮	𰖈
曰	⽈
曷	𭥭
朅	𩿹
朏	𣍧
朓	𰮥
朚	𦟁
朢	𬂒
朦	𬂓
末	𠅅
朹	𣏒
机	機
朻	𣎹
杆	桿
杈	肞
杌	柮
杏	𣒙
材	扐
杕	枤
杚	𣏙
杧	𣙷
杨	楊
杩	榪
杫	𣘩
東	东
杳	㫐
杴	㸝
杵	𥐭
杷	𣚒
杺	𨊳
板	闆
枖	𣓎
枘	𰊀
枚	𣏽
枡	桝
枢	樞
枧	梘
枨	棖
枰	檘
枲	䢄
枳	𣖌
枴	柺
柌	𣙼
柍	楧
柑	𤯃
柒	㭍
柞	𬃥
柟	𣏵
柣	𤙈
查	査
柫	柭
柬	𫠣
柮	𪲵
柶	𧣛
柷	拀
柹	𣐈
柽	檉
栃	𫞊
栐	柡
栛	𭪁
栝	桰
栟	栟
栩	𬄘
栮	𦕂
栯	㮋
栰	㭖
栳	硓
桒	桒
桔	䓀
桗	𣑫
桙	㭌
桚	㭮
桢	楨
档	檔
桤	榿
桧	檜
桪	樳
桫	𣘡
桭	栕
桱	𣐕
桵	㮃
桷	𢳇
桺	𫞉
梃	𬂹
梋	鋗
梌	㭸
梍	𣓛
梎	梎
梘	枧
梜	𬂩
條	条
梟	枭
梡	㯘
梥	𫁏
梪	𪲓
梫	𣖽
梬	𫀕
梱	𪲗
梵	𣑽
梶	捤
梼	檮
梾	棶
检	檢
棁	梲
棃	𫀺
棄	弃
棅	𭫗
棆	𰗖
棇	樬
棈	𰘍
棍	𪳡
棎	𣖒
棐	𩇹
棑	𣔉
棓	𢶶
棖	枨
棚	𬕔
棛	𣚥
棟	栋
棡	㭎
棪	𣝎
棯	菍
棲	栖
棷	𬃁
棸	𬃁
棼	𰅃
棿	𣕕
椃	𣘫
椏	𬂲
椑	𣔬
椚	𭩛
椛	𪲒
椝	槼
椠	槧
椤	欏
椫	樿
椮	槮
椯	𣖃
椱	𣘅
椲	㭏
椹	枮
椼	𰗿
楃	𣕋
楇	𣒌
楊	杨
楎	𰗢
楐	𬂣
楓	枫
楕	𬄭
楞	𪳏
楣	𢰲
楪	𭪱
楬	櫭
楮	𬄊
楴	𬃨
楶	㮞
榇	櫬
榈	櫚
榓	櫁
榔	𬃌
榣	榣
榤	𡏝
榩	𣖳
榪	杩
榬	𥰟
榯	𰗨
榺	𣚗
槏	𣓅
槖	𬃖
槚	檟
槧	椠
槨	𬃬
槩	㮣
槪	槪
槳	桨
槵	梙
槶	椢
槷	𣙗
槸	𣞕
槼	椝
槾	𪴂
樃	㮾
樉	𣜪
樑	𬃩
樗	櫖
標	标
樞	枢
樟	𭢓
樠	𣗊
樢	㭤
樣	样
樤	𣔌
樧	蔱
権	𫞐
樫	㭴
樮	𣗇
樲	𬃘
樳	桪
樴	𣖿
樻	𭫀
樼	𥢨
樿	椫
橀	𣕆
橁	槆
橅	𬂠
橇	䢪
橈	𣓤
橍	𣜝
橒	𢵆
橔	𧝋
橗	𦻽
橚	𰗹
橝	𣡣
機	机
橠	㰙
橥	櫫
橦	㮔
橪	㮒
橭	𣖥
橯	𣓿
橰	槔
橲	𭩳
橳	椦
橶	𣛔
橷	𣘛
檁	𬄜
檂	𬂰
檃	櫽
檄	𣜥
檈	𣞲
檒	𮨴
檔	档
檖	𣔾
檜	桧
檠	㯳
檤	𣜦
檥	𭩚
檨	檨
檭	𣘴
檲	𣑝
檳	槟
檴	㯉
檸	柠
檹	𣚂
檻	槛
檼	𬃡
櫃	柜
櫅	𪲎
櫎	𰗓
櫐	𰣟
櫒	𣘤
櫕	𣪁
櫙	藲
櫟	檪
櫠	𪲮
櫢	𰘸
櫨	籚
櫩	𰘠
櫯	𰘶
櫲	𣛿
櫴	𰘳
櫶	𬃫
櫷	𪳥
櫸	榉
櫹	𰘩
櫼	㰇
櫾	𣞿
欂	𣟔
欉	𬄿
欏	椤
欓	𣗋
欕	𣠨
欖	榄
欗	𬅉
欘	𣚚
欚	𣜡
欜	𣡪
欟	𣠤
欤	歟
欦	㰹
欧	歐
欬	𤸺
欭	𰙌
欵	𪴬
欶	𠲿
欷	𣣐
欹	𣣱
欻	歘
欽	钦
歂	𣤀
歄	𬅥
歆	𩐗
歈	𣤏
歉	䭑
歍	𰙋
歎	𣥁
歔	歔
歕	𬅫
歗	𰙑
歘	𣤛
歚	𬅬
歞	𪴯
歟	欤
止	⽌
歮	𬼫
歯	⻭
歳	歲
歴	厯
歺	⺞
殆	𫹸
殇	殤
殈	𮕞
殑	𣩦
殒	殞
殖	𰙽
殗	𣩯
殘	残
殟	殟
殢	𣨼
殤	殇
殥	𡒕
殨	㱮
殫	殚
殬	𣧃
殭	𣨣
殮	殮
殯	殡
毄	𬆦
毆	殴
毈	㱭
毋	⽏
毐	𡉓
毑	𣫰
毖	𪫠
毘	𭖵
毛	⽑
毟	挘
毠	𣭋
毣	𣭜
毱	𰚝
毷	𣯀
毸	𣯧
毽	𨪅
氁	𣯳
氃	𭯤
氉	𣰕
氋	𣰥
氌	氇
氛	雰
氝	氞
氨	𠼞
氩	氬
氫	氢
氭	𣱝
氮	㲷
氯	㲶
氰	𩇛
氵	⺡
氺	⺢
氻	𣱼
氽	𣵞
汃	𣱺
汅	𭂆
汊	㲼
汏	𣴒
汐	𣲠
汔	𣲁
汕	𭂈
汗	𣲇
汚	𣱴
汛	𣲌
汜	洍
汝	女
汤	湯
汧	汧
汭	𪞗
汱	𪵫
汴	𪵩
汷	泈
汸	淓
汿	沀
沂	𫥁
沆	𣳞
沉	㕴
沏	𭰀
沐	𬜃
沔	汅
沚	洔
沣	灃
沪	滬
沭	𣻚
沯	𣸐
沰	𣶦
油	𪸅
沽	𥂰
泆	浂
泊	淿
泍	𣳰
泔	粓
泝	𣳙
泠	澪
泣	𣲔
泧	𣳡
泯	冺
泱	𫥅
泻	瀉
洌	𣸟
洑	澓
洔	𣻞
洕	𣷩
洨	𣺳
洫	淢
洳	𣹤
洶	汹
洸	𣴕
洿	𣳹
浃	浹
浄	淨
浈	湞
浉	溮
浊	濁
浐	滻
浕	濜
浟	滺
浦	𠗒
浪	浪
浲	溄
浵	𣹊
浹	浃
浺	㳞
浻	㴄
浽	𩃃
浿	𬇙
涆	𣵼
涇	泾
涕	𬰐
涘	洠
涚	涗
涞	淶
涠	潿
涢	溳
涪	𣷧
涫	㴦
液	洂
涷	𰛒
涸	𤃯
涽	㬆
淆	殽
淌	灙
淒	𣷑
淓	𫈊
淕	㓐
淟	𠗘
淡	啖
淣	𣴼
淦	汵
淰	𣻧
淵	渊
淶	涞
淺	浅
渌	淥
渕	𰔂
渡	𣳥
渢	沨
渦	涡
測	测
渮	𣵣
渷	𣼠
渼	𨺰
渾	浑
湀	𣺍
湂	𣻵
湃	𪿪
湆	湇
湈	𣨴
湋	𣲗
湍	漙
湑	𣷢
湘	𪶛
湟	𣹛
湣	𣇹
湥	涋
湰	漋
湴	𡌶
湵	𦏇
溁	濚
溇	漊
溈	沩
溗	𣽘
溝	沟
溟	𬈑
溠	𤁺
溡	𪶄
溤	𰛊
溥	𣷼
溰	𰛥
溳	涢
滀	傗
滄	沧
滆	𣽐
滈	瀥
滊	𭰑
滎	荥
滙	𪶫
滛	滛
滜	𣽎
滠	灄
滢	瀅
滣	𪡤
滦	灤
滬	沪
滰	𬈣
滵	𣺑
滶	𣿗
滷	𰛮
滸	浒
滻	浐
滽	𣷈
滾	𪶦
漄	𬉍
漍	𬇹
漎	𰛏
漐	𰛣
漓	灕
漕	𤅍
漚	沤
漜	𡌯
漤	灠
漥	𪶙
漨	浲
漭	𣾘
漱	潄
漲	涨
漸	渐
漹	𬇵
漼	㵏
漿	浆
潁	颍
潆	瀠
潒	𣻍
潙	沩
潚	㴋
潠	𣹎
潪	𤁰
潫	𤂵
潬	𬈁
潰	溃
潲	𩛱
潷	滗
澁	渋
澅	𣶩
澇	涝
澈	𤁲
澒	𭱊
澔	𬈻
澖	𰛵
澗	涧
澚	𤀀
澛	瀂
澠	渑
澡	𰝂
澢	𭰎
澣	𣴟
澥	𣿨
澩	泶
澫	𬇕
澬	𫞚
澮	浍
澯	𫥚
澰	𰛲
澱	𣾮
澶	𭳧
澺	𣽢
澻	㴚
澽	𤁴
激	𰜹
濁	浊
濄	㳡
濏	𰜥
濚	溁
濜	浕
濠	𣻼
濤	涛
濥	𤃚
濦	𬈬
濧	㳔
濯	𡽢
濰	潍
濷	𬉞
濺	溅
濼	泺
濿	𪵱
瀂	澛
瀃	𣽷
瀇	㲿
瀈	𰝍
瀌	𤂏
瀔	濲
瀕	濒
瀗	𭂦
瀙	𰜜
瀠	潆
瀦	濖
瀧	泷
瀨	濑
瀩	𬉏
瀭	𬉦
瀯	𰝅
瀴	𰜳
瀸	瀐
瀾	澜
灃	沣
灆	𪷞
灇	𤀡
灉	㴩
灍	𫞝
灏	灝
灘	滩
灙	𣺼
灝	灏
灟	𭲫
灡	𬉠
灣	湾
灤	滦
灦	𰝤
灧	灩
灬	⺣
灱	灲
